1.0934 1.0976 0.0006 0.610 0.695 0.001 25. 36. 0.5 121. 145. 1. 145. 180. 5.
1.0934 0.610  25.0 143. 160.          519.3
1.0934 0.610  25.0 143. 165.          524.2
1.0934 0.610  25.0 143. 170.          527.8
1.0934 0.610  25.0 143. 175.          530.0
1.0934 0.610  25.0 143. 180.          530.7
1.0934 0.610  25.0 144. 145.          495.4
1.0934 0.610  25.0 144. 150.          503.4
1.0934 0.610  25.0 144. 155.          510.5
1.0934 0.610  25.0 144. 160.          516.5
1.0934 0.610  25.0 144. 165.          521.2
1.0934 0.610  25.0 144. 170.          524.7
1.0934 0.610  25.0 144. 175.          526.8
1.0934 0.610  25.0 144. 180.          527.5
1.0934 0.610  25.0 145. 145.          493.3
1.0934 0.610  25.0 145. 150.          501.0
1.0934 0.610  25.0 145. 155.          507.8
1.0934 0.610  25.0 145. 160.          513.6
1.0934 0.610  25.0 145. 165.          518.1
1.0934 0.610  25.0 145. 170.          521.4
1.0934 0.610  25.0 145. 175.          523.5
1.0934 0.610  25.0 145. 180.          524.1
1.0934 0.610  25.5 121. 145.          501.0
1.0934 0.610  25.5 121. 150.          516.3
1.0934 0.610  25.5 121. 155.          529.9
1.0934 0.610  25.5 121. 160.          541.4
1.0934 0.610  25.5 121. 165.          550.6
1.0934 0.610  25.5 121. 170.          557.3
1.0934 0.610  25.5 121. 175.          561.4
1.0934 0.610  25.5 121. 180.          562.8
1.0934 0.610  25.5 122. 145.          500.9
1.0934 0.610  25.5 122. 150.          516.0
1.0934 0.610  25.5 122. 155.          529.2
1.0934 0.610  25.5 122. 160.          540.5
1.0934 0.610  25.5 122. 165.          549.5
1.0934 0.610  25.5 122. 170.          556.1
1.0934 0.610  25.5 122. 175.          560.1
1.0934 0.610  25.5 122. 180.          561.5
1.0934 0.610  25.5 123. 145.          500.8
1.0934 0.610  25.5 123. 150.          515.5
1.0934 0.610  25.5 123. 155.          528.5
1.0934 0.610  25.5 123. 160.          539.5
1.0934 0.610  25.5 123. 165.          548.3
1.0934 0.610  25.5 123. 170.          554.7
1.0934 0.610  25.5 123. 175.          558.7
1.0934 0.610  25.5 123. 180.          560.0
1.0934 0.610  25.5 124. 145.          500.5
1.0934 0.610  25.5 124. 150.          514.9
1.0934 0.610  25.5 124. 155.          527.6
1.0934 0.610  25.5 124. 160.          538.4
1.0934 0.610  25.5 124. 165.          547.0
1.0934 0.610  25.5 124. 170.          553.3
1.0934 0.610  25.5 124. 175.          557.1
1.0934 0.610  25.5 124. 180.          558.4
1.0934 0.610  25.5 125. 145.          500.2
1.0934 0.610  25.5 125. 150.          514.3
1.0934 0.610  25.5 125. 155.          526.7
1.0934 0.610  25.5 125. 160.          537.2
1.0934 0.610  25.5 125. 165.          545.6
1.0934 0.610  25.5 125. 170.          551.7
1.0934 0.610  25.5 125. 175.          555.5
1.0934 0.610  25.5 125. 180.          556.7
1.0934 0.610  25.5 126. 145.          499.8
1.0934 0.610  25.5 126. 150.          513.5
1.0934 0.610  25.5 126. 155.          525.6
1.0934 0.610  25.5 126. 160.          535.9
1.0934 0.610  25.5 126. 165.          544.1
1.0934 0.610  25.5 126. 170.          550.0
1.0934 0.610  25.5 126. 175.          553.7
1.0934 0.610  25.5 126. 180.          554.9
1.0934 0.610  25.5 127. 145.          499.3
1.0934 0.610  25.5 127. 150.          512.6
1.0934 0.610  25.5 127. 155.          524.5
1.0934 0.610  25.5 127. 160.          534.5
1.0934 0.610  25.5 127. 165.          542.5
1.0934 0.610  25.5 127. 170.          548.3
1.0934 0.610  25.5 127. 175.          551.9
1.0934 0.610  25.5 127. 180.          553.0
1.0934 0.610  25.5 128. 145.          498.6
1.0934 0.610  25.5 128. 150.          511.7
1.0934 0.610  25.5 128. 155.          523.2
1.0934 0.610  25.5 128. 160.          532.9
1.0934 0.610  25.5 128. 165.          540.7
1.0934 0.610  25.5 128. 170.          546.4
1.0934 0.610  25.5 128. 175.          549.9
1.0934 0.610  25.5 128. 180.          551.0
1.0934 0.610  25.5 129. 145.          497.9
1.0934 0.610  25.5 129. 150.          510.6
1.0934 0.610  25.5 129. 155.          521.8
1.0934 0.610  25.5 129. 160.          531.3
1.0934 0.610  25.5 129. 165.          538.9
1.0934 0.610  25.5 129. 170.          544.5
1.0934 0.610  25.5 129. 175.          547.8
1.0934 0.610  25.5 129. 180.          549.0
1.0934 0.610  25.5 130. 145.          497.1
1.0934 0.610  25.5 130. 150.          509.5
1.0934 0.610  25.5 130. 155.          520.4
1.0934 0.610  25.5 130. 160.          529.6
1.0934 0.610  25.5 130. 165.          537.0
1.0934 0.610  25.5 130. 170.          542.4
1.0934 0.610  25.5 130. 175.          545.7
1.0934 0.610  25.5 130. 180.          546.8
1.0934 0.610  25.5 131. 145.          496.2
1.0934 0.610  25.5 131. 150.          508.2
1.0934 0.610  25.5 131. 155.          518.9
1.0934 0.610  25.5 131. 160.          527.8
1.0934 0.610  25.5 131. 165.          535.0
1.0934 0.610  25.5 131. 170.          540.2
1.0934 0.610  25.5 131. 175.          543.4
1.0934 0.610  25.5 131. 180.          544.5
1.0934 0.610  25.5 132. 145.          495.2
1.0934 0.610  25.5 132. 150.          506.9
1.0934 0.610  25.5 132. 155.          517.2
1.0934 0.610  25.5 132. 160.          526.0
1.0934 0.610  25.5 132. 165.          532.9
1.0934 0.610  25.5 132. 170.          538.0
1.0934 0.610  25.5 132. 175.          541.1
1.0934 0.610  25.5 132. 180.          542.1
1.0934 0.610  25.5 133. 145.          494.2
1.0934 0.610  25.5 133. 150.          505.5
1.0934 0.610  25.5 133. 155.          515.5
1.0934 0.610  25.5 133. 160.          524.0
1.0934 0.610  25.5 133. 165.          530.8
1.0934 0.610  25.5 133. 170.          535.7
1.0934 0.610  25.5 133. 175.          538.7
1.0934 0.610  25.5 133. 180.          539.7
1.0934 0.610  25.5 134. 145.          493.0
1.0934 0.610  25.5 134. 150.          504.0
1.0934 0.610  25.5 134. 155.          513.7
1.0934 0.610  25.5 134. 160.          521.9
1.0934 0.610  25.5 134. 165.          528.5
1.0934 0.610  25.5 134. 170.          533.3
1.0934 0.610  25.5 134. 175.          536.2
1.0934 0.610  25.5 134. 180.          537.2
1.0934 0.610  25.5 135. 145.          491.8
1.0934 0.610  25.5 135. 150.          502.4
1.0934 0.610  25.5 135. 155.          511.8
1.0934 0.610  25.5 135. 160.          519.8
1.0934 0.610  25.5 135. 165.          526.2
1.0934 0.610  25.5 135. 170.          530.8
1.0934 0.610  25.5 135. 175.          533.6
1.0934 0.610  25.5 135. 180.          534.5
1.0934 0.610  25.5 136. 145.          490.4
1.0934 0.610  25.5 136. 150.          500.8
1.0934 0.610  25.5 136. 155.          509.9
1.0934 0.610  25.5 136. 160.          517.6
1.0934 0.610  25.5 136. 165.          523.7
1.0934 0.610  25.5 136. 170.          528.2
1.0934 0.610  25.5 136. 175.          531.0
1.0934 0.610  25.5 136. 180.          531.9
1.0934 0.610  25.5 137. 145.          489.0
1.0934 0.610  25.5 137. 150.          499.0
1.0934 0.610  25.5 137. 155.          507.8
1.0934 0.610  25.5 137. 160.          515.3
1.0934 0.610  25.5 137. 165.          521.3
1.0934 0.610  25.5 137. 170.          525.6
1.0934 0.610  25.5 137. 175.          528.2
1.0934 0.610  25.5 137. 180.          529.1
1.0934 0.610  25.5 138. 145.          487.5
1.0934 0.610  25.5 138. 150.          497.2
1.0934 0.610  25.5 138. 155.          505.7
1.0934 0.610  25.5 138. 160.          512.9
1.0934 0.610  25.5 138. 165.          518.7
1.0934 0.610  25.5 138. 170.          522.9
1.0934 0.610  25.5 138. 175.          525.4
1.0934 0.610  25.5 138. 180.          526.3
1.0934 0.610  25.5 139. 145.          485.9
1.0934 0.610  25.5 139. 150.          495.3
1.0934 0.610  25.5 139. 155.          503.5
1.0934 0.610  25.5 139. 160.          510.5
1.0934 0.610  25.5 139. 165.          516.1
1.0934 0.610  25.5 139. 170.          520.1
1.0934 0.610  25.5 139. 175.          522.6
1.0934 0.610  25.5 139. 180.          523.4
1.0934 0.610  25.5 140. 145.          484.3
1.0934 0.610  25.5 140. 150.          493.3
1.0934 0.610  25.5 140. 155.          501.3
1.0934 0.610  25.5 140. 160.          508.0
1.0934 0.610  25.5 140. 165.          513.4
1.0934 0.610  25.5 140. 170.          517.3
1.0934 0.610  25.5 140. 175.          519.6
1.0934 0.610  25.5 140. 180.          520.4
1.0934 0.610  25.5 141. 145.          482.6
1.0934 0.610  25.5 141. 150.          491.3
1.0934 0.610  25.5 141. 155.          499.0
1.0934 0.610  25.5 141. 160.          505.4
1.0934 0.610  25.5 141. 165.          510.6
1.0934 0.610  25.5 141. 170.          514.4
1.0934 0.610  25.5 141. 175.          516.6
1.0934 0.610  25.5 141. 180.          517.4
1.0934 0.610  25.5 142. 145.          480.8
1.0934 0.610  25.5 142. 150.          489.2
1.0934 0.610  25.5 142. 155.          496.6
1.0934 0.610  25.5 142. 160.          502.8
1.0934 0.610  25.5 142. 165.          507.8
1.0934 0.610  25.5 142. 170.          511.4
1.0934 0.610  25.5 142. 175.          513.6
1.0934 0.610  25.5 142. 180.          514.3
1.0934 0.610  25.5 143. 145.          478.9
1.0934 0.610  25.5 143. 150.          487.0
1.0934 0.610  25.5 143. 155.          494.1
1.0934 0.610  25.5 143. 160.          500.1
1.0934 0.610  25.5 143. 165.          504.9
1.0934 0.610  25.5 143. 170.          508.4
1.0934 0.610  25.5 143. 175.          510.5
1.0934 0.610  25.5 143. 180.          511.2
1.0934 0.610  25.5 144. 145.          477.0
1.0934 0.610  25.5 144. 150.          484.8
1.0934 0.610  25.5 144. 155.          491.6
1.0934 0.610  25.5 144. 160.          497.4
1.0934 0.610  25.5 144. 165.          502.0
1.0934 0.610  25.5 144. 170.          505.3
1.0934 0.610  25.5 144. 175.          507.3
1.0934 0.610  25.5 144. 180.          508.0
1.0934 0.610  25.5 145. 145.          475.0
1.0934 0.610  25.5 145. 150.          482.5
1.0934 0.610  25.5 145. 155.          489.1
1.0934 0.610  25.5 145. 160.          494.6
1.0934 0.610  25.5 145. 165.          499.0
1.0934 0.610  25.5 145. 170.          502.2
1.0934 0.610  25.5 145. 175.          504.2
1.0934 0.610  25.5 145. 180.          504.8
1.0934 0.610  26.0 121. 145.          482.9
1.0934 0.610  26.0 121. 150.          497.7
1.0934 0.610  26.0 121. 155.          510.8
1.0934 0.610  26.0 121. 160.          521.9
1.0934 0.610  26.0 121. 165.          530.8
1.0934 0.610  26.0 121. 170.          537.3
1.0934 0.610  26.0 121. 175.          541.2
1.0934 0.610  26.0 121. 180.          542.5
1.0934 0.610  26.0 122. 145.          482.8
1.0934 0.610  26.0 122. 150.          497.3
1.0934 0.610  26.0 122. 155.          510.1
1.0934 0.610  26.0 122. 160.          521.0
1.0934 0.610  26.0 122. 165.          529.7
1.0934 0.610  26.0 122. 170.          536.1
1.0934 0.610  26.0 122. 175.          539.9
1.0934 0.610  26.0 122. 180.          541.2
1.0934 0.610  26.0 123. 145.          482.7
1.0934 0.610  26.0 123. 150.          496.9
1.0934 0.610  26.0 123. 155.          509.4
1.0934 0.610  26.0 123. 160.          520.1
1.0934 0.610  26.0 123. 165.          528.6
1.0934 0.610  26.0 123. 170.          534.8
1.0934 0.610  26.0 123. 175.          538.6
1.0934 0.610  26.0 123. 180.          539.8
1.0934 0.610  26.0 124. 145.          482.5
1.0934 0.610  26.0 124. 150.          496.3
1.0934 0.610  26.0 124. 155.          508.6
1.0934 0.610  26.0 124. 160.          519.0
1.0934 0.610  26.0 124. 165.          527.3
1.0934 0.610  26.0 124. 170.          533.4
1.0934 0.610  26.0 124. 175.          537.1
1.0934 0.610  26.0 124. 180.          538.3
1.0934 0.610  26.0 125. 145.          482.2
1.0934 0.610  26.0 125. 150.          495.7
1.0934 0.610  26.0 125. 155.          507.7
1.0934 0.610  26.0 125. 160.          517.8
1.0934 0.610  26.0 125. 165.          525.9
1.0934 0.610  26.0 125. 170.          531.9
1.0934 0.610  26.0 125. 175.          535.5
1.0934 0.610  26.0 125. 180.          536.7
1.0934 0.610  26.0 126. 145.          481.7
1.0934 0.610  26.0 126. 150.          495.0
1.0934 0.610  26.0 126. 155.          506.7
1.0934 0.610  26.0 126. 160.          516.6
1.0934 0.610  26.0 126. 165.          524.5
1.0934 0.610  26.0 126. 170.          530.3
1.0934 0.610  26.0 126. 175.          533.8
1.0934 0.610  26.0 126. 180.          535.0
1.0934 0.610  26.0 127. 145.          481.2
1.0934 0.610  26.0 127. 150.          494.1
1.0934 0.610  26.0 127. 155.          505.5
1.0934 0.610  26.0 127. 160.          515.2
1.0934 0.610  26.0 127. 165.          522.9
1.0934 0.610  26.0 127. 170.          528.6
1.0934 0.610  26.0 127. 175.          532.0
1.0934 0.610  26.0 127. 180.          533.1
1.0934 0.610  26.0 128. 145.          480.6
1.0934 0.610  26.0 128. 150.          493.2
1.0934 0.610  26.0 128. 155.          504.3
1.0934 0.610  26.0 128. 160.          513.8
1.0934 0.610  26.0 128. 165.          521.3
1.0934 0.610  26.0 128. 170.          526.8
1.0934 0.610  26.0 128. 175.          530.1
1.0934 0.610  26.0 128. 180.          531.3
1.0934 0.610  26.0 129. 145.          480.0
1.0934 0.610  26.0 129. 150.          492.2
1.0934 0.610  26.0 129. 155.          503.0
1.0934 0.610  26.0 129. 160.          512.2
1.0934 0.610  26.0 129. 165.          519.5
1.0934 0.610  26.0 129. 170.          524.9
1.0934 0.610  26.0 129. 175.          528.1
1.0934 0.610  26.0 129. 180.          529.2
1.0934 0.610  26.0 130. 145.          479.2
1.0934 0.610  26.0 130. 150.          491.1
1.0934 0.610  26.0 130. 155.          501.7
1.0934 0.610  26.0 130. 160.          510.6
1.0934 0.610  26.0 130. 165.          517.7
1.0934 0.610  26.0 130. 170.          522.9
1.0934 0.610  26.0 130. 175.          526.1
1.0934 0.610  26.0 130. 180.          527.1
1.0934 0.610  26.0 131. 145.          478.3
1.0934 0.610  26.0 131. 150.          489.9
1.0934 0.610  26.0 131. 155.          500.2
1.0934 0.610  26.0 131. 160.          508.9
1.0934 0.610  26.0 131. 165.          515.8
1.0934 0.610  26.0 131. 170.          520.8
1.0934 0.610  26.0 131. 175.          523.9
1.0934 0.610  26.0 131. 180.          524.9
1.0934 0.610  26.0 132. 145.          477.4
1.0934 0.610  26.0 132. 150.          488.7
1.0934 0.610  26.0 132. 155.          498.6
1.0934 0.610  26.0 132. 160.          507.0
1.0934 0.610  26.0 132. 165.          513.8
1.0934 0.610  26.0 132. 170.          518.7
1.0934 0.610  26.0 132. 175.          521.7
1.0934 0.610  26.0 132. 180.          522.7
1.0934 0.610  26.0 133. 145.          476.3
1.0934 0.610  26.0 133. 150.          487.3
1.0934 0.610  26.0 133. 155.          497.0
1.0934 0.610  26.0 133. 160.          505.1
1.0934 0.610  26.0 133. 165.          511.7
1.0934 0.610  26.0 133. 170.          516.4
1.0934 0.610  26.0 133. 175.          519.3
1.0934 0.610  26.0 133. 180.          520.3
1.0934 0.610  26.0 134. 145.          475.2
1.0934 0.610  26.0 134. 150.          485.9
1.0934 0.610  26.0 134. 155.          495.2
1.0934 0.610  26.0 134. 160.          503.2
1.0934 0.610  26.0 134. 165.          509.5
1.0934 0.610  26.0 134. 170.          514.1
1.0934 0.610  26.0 134. 175.          516.9
1.0934 0.610  26.0 134. 180.          517.9
1.0934 0.610  26.0 135. 145.          474.0
1.0934 0.610  26.0 135. 150.          484.3
1.0934 0.610  26.0 135. 155.          493.4
1.0934 0.610  26.0 135. 160.          501.1
1.0934 0.610  26.0 135. 165.          507.3
1.0934 0.610  26.0 135. 170.          511.7
1.0934 0.610  26.0 135. 175.          514.5
1.0934 0.610  26.0 135. 180.          515.4
1.0934 0.610  26.0 136. 145.          472.7
1.0934 0.610  26.0 136. 150.          482.7
1.0934 0.610  26.0 136. 155.          491.5
1.0934 0.610  26.0 136. 160.          499.0
1.0934 0.610  26.0 136. 165.          504.9
1.0934 0.610  26.0 136. 170.          509.3
1.0934 0.610  26.0 136. 175.          511.9
1.0934 0.610  26.0 136. 180.          512.8
1.0934 0.610  26.0 137. 145.          471.3
1.0934 0.610  26.0 137. 150.          481.0
1.0934 0.610  26.0 137. 155.          489.6
1.0934 0.610  26.0 137. 160.          496.8
1.0934 0.610  26.0 137. 165.          502.5
1.0934 0.610  26.0 137. 170.          506.7
1.0934 0.610  26.0 137. 175.          509.3
1.0934 0.610  26.0 137. 180.          510.1
1.0934 0.610  26.0 138. 145.          469.9
1.0934 0.610  26.0 138. 150.          479.3
1.0934 0.610  26.0 138. 155.          487.5
1.0934 0.610  26.0 138. 160.          494.5
1.0934 0.610  26.0 138. 165.          500.0
1.0934 0.610  26.0 138. 170.          504.1
1.0934 0.610  26.0 138. 175.          506.6
1.0934 0.610  26.0 138. 180.          507.4
1.0934 0.610  26.0 139. 145.          468.4
1.0934 0.610  26.0 139. 150.          477.4
1.0934 0.610  26.0 139. 155.          485.4
1.0934 0.610  26.0 139. 160.          492.1
1.0934 0.610  26.0 139. 165.          497.5
1.0934 0.610  26.0 139. 170.          501.4
1.0934 0.610  26.0 139. 175.          503.8
1.0934 0.610  26.0 139. 180.          504.6
1.0934 0.610  26.0 140. 145.          466.8
1.0934 0.610  26.0 140. 150.          475.5
1.0934 0.610  26.0 140. 155.          483.2
1.0934 0.610  26.0 140. 160.          489.7
1.0934 0.610  26.0 140. 165.          494.9
1.0934 0.610  26.0 140. 170.          498.7
1.0934 0.610  26.0 140. 175.          501.0
1.0934 0.610  26.0 140. 180.          501.7
1.0934 0.610  26.0 141. 145.          465.2
1.0934 0.610  26.0 141. 150.          473.6
1.0934 0.610  26.0 141. 155.          481.0
1.0934 0.610  26.0 141. 160.          487.3
1.0934 0.610  26.0 141. 165.          492.3
1.0934 0.610  26.0 141. 170.          495.9
1.0934 0.610  26.0 141. 175.          498.1
1.0934 0.610  26.0 141. 180.          498.8
1.0934 0.610  26.0 142. 145.          463.4
1.0934 0.610  26.0 142. 150.          471.5
1.0934 0.610  26.0 142. 155.          478.7
1.0934 0.610  26.0 142. 160.          484.7
1.0934 0.610  26.0 142. 165.          489.5
1.0934 0.610  26.0 142. 170.          493.0
1.0934 0.610  26.0 142. 175.          495.2
1.0934 0.610  26.0 142. 180.          495.9
1.0934 0.610  26.0 143. 145.          461.6
1.0934 0.610  26.0 143. 150.          469.4
1.0934 0.610  26.0 143. 155.          476.3
1.0934 0.610  26.0 143. 160.          482.1
1.0934 0.610  26.0 143. 165.          486.7
1.0934 0.610  26.0 143. 170.          490.1
1.0934 0.610  26.0 143. 175.          492.2
1.0934 0.610  26.0 143. 180.          492.8
1.0934 0.610  26.0 144. 145.          459.8
1.0934 0.610  26.0 144. 150.          467.3
1.0934 0.610  26.0 144. 155.          473.9
1.0934 0.610  26.0 144. 160.          479.5
1.0934 0.610  26.0 144. 165.          483.9
1.0934 0.610  26.0 144. 170.          487.2
1.0934 0.610  26.0 144. 175.          489.1
1.0934 0.610  26.0 144. 180.          489.8
1.0934 0.610  26.0 145. 145.          457.9
1.0934 0.610  26.0 145. 150.          465.1
1.0934 0.610  26.0 145. 155.          471.4
1.0934 0.610  26.0 145. 160.          476.8
1.0934 0.610  26.0 145. 165.          481.1
1.0934 0.610  26.0 145. 170.          484.2
1.0934 0.610  26.0 145. 175.          486.1
1.0934 0.610  26.0 145. 180.          486.7
1.0934 0.610  26.5 121. 145.          465.8
